Date,Close,Open,High,Low
11/03/2022,2138.12,2153.94,2170.44,2136.16
11/02/2022,2181.27,2260.05,2282.18,2180.70
11/01/2022,2257.79,2314.31,2314.88,2255.66
10/31/2022,2281.11,2293.04,2296.62,2266.25
10/28/2022,2309.24,2235.40,2312.63,2235.40
10/27/2022,2238.33,2277.41,2283.38,2235.98
10/26/2022,2281.18,2281.96,2331.39,2277.68
10/25/2022,2334.00,2296.57,2336.37,2296.08
10/24/2022,2286.05,2264.23,2293.64,2233.30
10/21/2022,2262.07,2199.63,2265.55,2192.40
10/20/2022,2209.34,2216.24,2255.96,2200.26
10/19/2022,2220.68,2216.36,2246.28,2201.62
10/18/2022,2229.55,2273.77,2274.84,2207.16
10/17/2022,2212.51,2193.45,2218.18,2191.97
10/14/2022,2138.41,2226.02,2230.58,2135.50
10/13/2022,2206.72,2096.32,2217.53,2088.13
10/12/2022,2157.12,2162.06,2177.30,2150.99
10/11/2022,2158.27,2173.06,2196.38,2143.30
10/10/2022,2185.39,2209.71,2212.64,2164.85
10/07/2022,2207.89,2254.49,2258.73,2198.33
10/06/2022,2297.10,2311.28,2332.11,2294.57
10/05/2022,2314.64,2285.92,2329.56,2262.50
10/04/2022,2316.51,2295.57,2321.85,2292.48
10/03/2022,2245.95,2211.84,2259.29,2197.03
09/30/2022,2194.24,2224.62,2259.23,2193.39
09/29/2022,2232.96,2267.02,2268.00,2207.79
09/28/2022,2298.77,2251.81,2309.37,2242.16
09/27/2022,2254.35,2282.28,2300.48,2235.06
09/26/2022,2250.82,2256.66,2294.67,2247.15
09/23/2022,2262.25,2279.75,2280.52,2233.93
09/22/2022,2300.33,2314.86,2323.60,2289.77
09/21/2022,2327.56,2378.54,2412.52,2327.25
09/20/2022,2370.31,2371.21,2390.23,2352.34
09/19/2022,2390.65,2350.72,2391.36,2350.49
09/16/2022,2372.28,2355.21,2375.02,2342.05
09/15/2022,2385.50,2406.93,2430.67,2373.58
09/14/2022,2426.88,2418.40,2434.08,2403.29
09/13/2022,2406.72,2472.97,2483.98,2400.87
09/12/2022,2547.94,2529.78,2550.57,2527.95
09/09/2022,2517.66,2484.80,2522.09,2484.80
09/08/2022,2464.24,2427.91,2474.83,2424.06
09/07/2022,2451.88,2407.64,2459.62,2405.40
09/06/2022,2402.26,2421.34,2430.48,2385.76
09/02/2022,2419.69,2478.57,2490.26,2407.12
09/01/2022,2454.92,2431.77,2458.07,2402.60
08/31/2022,2454.41,2489.61,2500.43,2453.62
08/30/2022,2468.54,2512.48,2514.58,2448.17
08/29/2022,2496.86,2497.70,2518.87,2488.08
08/26/2022,2521.03,2625.98,2635.05,2520.68
08/25/2022,2628.72,2597.10,2629.35,2590.30
08/24/2022,2583.57,2575.26,2599.03,2568.70
08/23/2022,2576.36,2577.06,2600.18,2570.55
08/22/2022,2578.11,2611.26,2614.61,2571.96
08/19/2022,2648.58,2674.05,2680.51,2642.16
08/18/2022,2701.20,2694.87,2710.66,2681.15
08/17/2022,2694.17,2699.78,2718.32,2677.96
08/16/2022,2727.04,2723.51,2744.18,2701.69
08/15/2022,2733.44,2705.93,2737.13,2704.91
08/12/2022,2713.17,2676.91,2713.17,2668.33
08/11/2022,2658.40,2694.21,2711.08,2654.27
08/10/2022,2675.66,2666.17,2677.36,2644.01
08/09/2022,2601.63,2612.84,2619.15,2589.12
08/08/2022,2631.83,2645.51,2678.91,2620.76
08/05/2022,2641.54,2621.49,2657.20,2614.07
08/04/2022,2662.21,2650.75,2665.34,2634.09
08/03/2022,2650.65,2596.89,2657.84,2594.95
08/02/2022,2580.32,2570.60,2614.65,2561.80
08/01/2022,2588.16,2575.41,2616.92,2566.63
07/29/2022,2589.59,2556.86,2597.37,2545.24
07/28/2022,2543.57,2516.13,2548.37,2486.71
07/27/2022,2520.29,2459.93,2532.14,2451.39
07/26/2022,2417.38,2449.64,2451.83,2410.24
07/25/2022,2465.68,2478.24,2483.12,2448.86
07/22/2022,2479.29,2515.15,2532.57,2464.56
07/21/2022,2523.88,2493.21,2524.10,2470.28
07/20/2022,2487.94,2453.85,2497.68,2446.42
07/19/2022,2449.88,2409.32,2451.67,2393.58
07/18/2022,2375.50,2417.94,2431.22,2367.32
07/15/2022,2396.72,2379.23,2397.50,2365.63
07/14/2022,2353.68,2327.44,2360.22,2297.65
07/13/2022,2345.71,2304.77,2363.94,2299.79
07/12/2022,2349.00,2385.37,2398.09,2336.80
07/11/2022,2372.06,2401.75,2405.21,2366.18
07/08/2022,2425.14,2395.59,2435.86,2391.21
07/07/2022,2421.81,2382.74,2427.54,2379.48
07/06/2022,2370.52,2361.43,2388.26,2345.47
07/05/2022,2355.98,2283.85,2356.35,2273.21
07/01/2022,2317.14,2294.49,2318.58,2275.69
06/30/2022,2300.74,2306.46,2330.21,2264.57
06/29/2022,2331.65,2323.87,2342.04,2307.54
06/28/2022,2327.55,2404.27,2426.77,2326.60
06/27/2022,2401.65,2431.60,2435.21,2393.13
06/24/2022,2421.17,2365.46,2422.56,2362.46
06/23/2022,2339.54,2324.42,2345.92,2303.10
06/22/2022,2305.54,2285.54,2341.62,2284.64
06/21/2022,2309.35,2289.39,2327.69,2289.39
06/17/2022,2253.20,2234.53,2271.59,2217.99
06/16/2022,2225.51,2257.37,2262.21,2207.44
06/15/2022,2318.75,2293.62,2350.26,2269.31
06/14/2022,2262.34,2277.04,2283.64,2241.18
06/13/2022,2257.66,2294.43,2313.73,2250.84
06/10/2022,2366.56,2410.52,2416.54,2365.08
06/09/2022,2453.96,2508.67,2533.28,2453.26
06/08/2022,2523.03,2536.52,2555.33,2515.71
06/07/2022,2542.34,2491.21,2547.46,2482.71
06/06/2022,2519.93,2549.18,2560.89,2506.92
06/03/2022,2509.61,2530.08,2544.97,2501.15
06/02/2022,2578.58,2499.73,2579.51,2489.55
06/01/2022,2509.67,2550.06,2564.09,2491.58
05/31/2022,2528.42,2537.81,2552.57,2496.46
05/27/2022,2536.28,2484.29,2536.52,2481.06
05/26/2022,2455.36,2381.37,2467.55,2380.37
05/25/2022,2388.79,2346.50,2405.78,2342.90
05/24/2022,2353.97,2361.61,2368.56,2315.22
05/23/2022,2406.86,2373.47,2409.56,2357.15
05/20/2022,2367.12,2407.39,2408.94,2298.46
05/19/2022,2375.13,2374.43,2413.37,2359.20
05/18/2022,2385.66,2470.55,2477.99,2377.41
05/17/2022,2512.82,2499.32,2514.60,2466.80
05/16/2022,2448.72,2459.32,2479.10,2439.24
05/13/2022,2477.48,2425.19,2485.86,2413.83
05/12/2022,2389.10,2358.03,2425.75,2338.42
05/11/2022,2393.51,2448.04,2494.18,2387.82
05/10/2022,2469.17,2499.36,2507.59,2434.69
05/09/2022,2437.54,2493.18,2508.46,2427.24
05/06/2022,2538.71,2555.32,2585.32,2504.55
05/05/2022,2570.11,2668.96,2668.96,2542.12
05/04/2022,2707.14,2622.06,2711.33,2577.51
05/03/2022,2617.98,2609.06,2635.75,2596.54
05/02/2022,2615.17,2572.95,2616.74,2543.33
04/29/2022,2570.96,2654.97,2685.71,2567.10
04/28/2022,2691.21,2651.04,2708.51,2607.63
04/27/2022,2600.67,2601.88,2648.37,2587.28
04/26/2022,2601.94,2689.54,2689.54,2601.93
04/25/2022,2706.64,2655.09,2708.37,2647.95
04/22/2022,2671.37,2742.95,2753.88,2668.57
04/21/2022,2744.09,2834.98,2855.41,2736.51
04/20/2022,2799.71,2849.22,2852.73,2792.57
04/19/2022,2842.05,2776.55,2847.30,2768.95
04/18/2022,2782.15,2771.89,2799.59,2757.79
04/14/2022,2778.64,2845.09,2847.07,2776.97
04/13/2022,2843.46,2787.90,2851.76,2783.90
04/12/2022,2788.05,2835.46,2852.92,2776.55
04/11/2022,2798.04,2829.98,2837.53,2795.83
04/08/2022,2865.45,2890.04,2898.04,2861.53
04/07/2022,2906.36,2893.54,2924.85,2863.14
04/06/2022,2899.78,2920.06,2927.87,2879.08
04/05/2022,2964.13,3021.76,3024.13,2956.30
04/04/2022,3031.92,2980.68,3032.40,2976.91
04/01/2022,2972.24,2977.38,2985.19,2944.77
03/31/2022,2967.70,3014.85,3017.68,2967.03
03/30/2022,3014.31,3035.35,3045.80,3002.07
03/29/2022,3047.86,3028.59,3053.06,3007.92
03/28/2022,2997.48,2952.61,2997.82,2941.18
03/25/2022,2950.86,2953.36,2961.19,2915.52
03/24/2022,2953.14,2906.07,2953.59,2888.13
03/23/2022,2889.51,2905.04,2936.27,2889.21
03/22/2022,2930.87,2879.19,2937.81,2877.12
03/21/2022,2875.22,2875.43,2894.14,2838.11
03/18/2022,2884.02,2812.26,2885.50,2802.89
03/17/2022,2823.72,2775.80,2825.18,2765.47
03/16/2022,2791.36,2726.37,2792.06,2695.02
03/15/2022,2691.71,2634.95,2697.64,2618.49
03/14/2022,2609.33,2649.62,2677.33,2604.08
03/11/2022,2660.37,2740.34,2742.89,2657.02
03/10/2022,2718.20,2715.44,2726.74,2679.89
03/09/2022,2748.44,2722.09,2758.62,2700.90
03/08/2022,2653.52,2655.05,2732.65,2625.86
03/07/2022,2663.88,2770.71,2775.82,2662.88
03/04/2022,2767.57,2791.51,2798.59,2747.72
03/03/2022,2807.04,2867.93,2868.26,2793.02
03/02/2022,2848.74,2815.02,2858.54,2792.54
03/01/2022,2801.20,2839.51,2854.32,2781.37
02/28/2022,2847.56,2811.73,2859.32,2801.87
02/25/2022,2837.83,2794.88,2838.61,2770.06
02/24/2022,2794.93,2612.99,2797.84,2612.99
02/23/2022,2701.89,2803.38,2807.19,2700.52
02/22/2022,2774.11,2778.54,2821.85,2744.18
02/18/2022,2801.91,2841.51,2845.15,2783.75
02/17/2022,2834.35,2897.02,2899.49,2831.09
02/16/2022,2920.73,2903.03,2929.56,2879.86
02/15/2022,2924.16,2896.52,2924.91,2888.89
02/14/2022,2853.72,2846.70,2880.16,2823.95
02/11/2022,2850.77,2947.80,2953.93,2838.91
02/10/2022,2941.13,2954.22,3007.45,2927.34
02/09/2022,3011.39,2986.22,3011.58,2974.06
02/08/2022,2949.41,2906.65,2957.04,2897.15
02/07/2022,2914.25,2943.29,2962.77,2904.93
02/04/2022,2938.87,2913.26,2966.41,2890.46
02/03/2022,2900.22,2938.77,2971.30,2894.17
02/02/2022,3027.95,3034.62,3039.39,2992.17
02/01/2022,3003.94,2993.30,3006.89,2949.90
01/31/2022,2986.01,2901.01,2986.88,2888.58
01/28/2022,2890.92,2818.26,2891.37,2776.10
01/27/2022,2800.62,2869.29,2883.89,2794.58
01/26/2022,2834.55,2898.52,2929.33,2801.32
01/25/2022,2829.82,2847.54,2882.09,2806.76
01/24/2022,2901.92,2832.17,2906.51,2744.97
01/21/2022,2887.68,2945.77,2973.69,2886.55
01/20/2022,2969.29,3035.28,3069.52,2966.54
01/19/2022,3009.57,3057.45,3076.40,3007.67
01/18/2022,3042.15,3075.61,3089.29,3036.61
01/14/2022,3122.32,3079.30,3123.44,3079.30
01/13/2022,3099.12,3194.02,3198.08,3093.63
01/12/2022,3181.02,3191.09,3203.48,3163.19
01/11/2022,3168.82,3116.53,3169.70,3099.38
01/10/2022,3122.89,3076.64,3125.68,3033.11
01/07/2022,3118.44,3154.89,3167.00,3105.36
01/06/2022,3153.07,3135.04,3180.13,3121.71
01/05/2022,3154.36,3238.08,3249.86,3152.92
01/04/2022,3255.95,3302.77,3302.77,3230.38
01/03/2022,3300.35,3279.09,3300.83,3261.34
12/31/2021,3264.02,3282.31,3292.98,3263.45
12/30/2021,3285.82,3297.08,3313.92,3283.02
12/29/2021,3298.20,3302.05,3309.78,3279.23
12/28/2021,3297.73,3320.60,3321.44,3291.70
12/27/2021,3313.50,3272.21,3313.53,3272.21
12/23/2021,3261.64,3240.73,3272.15,3237.61
12/22/2021,3236.03,3192.67,3237.26,3189.51
12/21/2021,3197.26,3158.88,3199.52,3123.50
12/20/2021,3125.53,3113.39,3132.50,3101.76
12/17/2021,3160.29,3143.08,3192.06,3132.82
12/16/2021,3172.79,3266.95,3268.11,3160.53
12/15/2021,3257.92,3181.69,3260.25,3149.39
12/14/2021,3182.98,3175.49,3198.99,3148.56
12/13/2021,3216.51,3263.59,3266.46,3215.09
12/10/2021,3266.40,3255.66,3267.84,3227.80
12/09/2021,3229.91,3267.55,3282.66,3228.29
12/08/2021,3278.87,3262.78,3280.23,3250.08
12/07/2021,3265.13,3227.91,3268.73,3225.68
12/06/2021,3169.23,3148.98,3179.72,3111.55
12/03/2021,3142.41,3207.88,3217.92,3108.66
12/02/2021,3198.15,3158.27,3213.26,3154.18
12/01/2021,3175.54,3269.62,3285.44,3172.86
11/30/2021,3227.18,3266.79,3290.91,3214.75
11/29/2021,3279.85,3252.69,3287.43,3242.91
11/26/2021,3205.12,3247.43,3260.51,3197.78
11/24/2021,3273.56,3240.33,3274.16,3221.20
11/23/2021,3261.34,3265.99,3283.51,3224.34
11/22/2021,3276.20,3328.95,3352.97,3274.98
11/19/2021,3314.67,3311.71,3325.17,3304.82
11/18/2021,3296.59,3279.73,3300.38,3261.90
11/17/2021,3261.61,3265.81,3279.79,3255.35
11/16/2021,3261.95,3234.06,3265.91,3231.34
11/15/2021,3237.82,3245.37,3251.37,3219.27
11/12/2021,3239.98,3215.63,3243.72,3202.56
11/11/2021,3206.49,3222.78,3223.25,3203.88
11/10/2021,3197.11,3217.40,3244.85,3181.06
11/09/2021,3243.99,3278.00,3280.31,3233.73
11/08/2021,3267.21,3270.30,3280.39,3262.80
11/05/2021,3271.88,3279.52,3290.89,3260.42
11/04/2021,3269.25,3238.64,3277.60,3233.89
11/03/2021,3228.90,3200.12,3231.52,3190.12
11/02/2021,3194.50,3177.07,3197.67,3175.45
11/01/2021,3181.06,3175.92,3182.03,3157.06
10/29/2021,3170.09,3127.73,3171.38,3127.73
10/28/2021,3155.63,3134.88,3156.79,3130.00
10/27/2021,3119.68,3120.56,3145.95,3115.74
10/26/2021,3111.90,3123.07,3142.16,3103.72
10/25/2021,3102.84,3083.45,3111.13,3067.70
10/22/2021,3071.01,3084.41,3094.86,3058.42
10/21/2021,3097.92,3073.16,3099.51,3070.10
10/20/2021,3077.74,3089.60,3091.42,3066.69
10/19/2021,3082.14,3069.89,3082.99,3064.12
10/18/2021,3060.18,3018.32,3061.50,3014.93
10/15/2021,3029.38,3021.39,3030.03,3012.92
10/14/2021,3010.48,2985.12,3012.00,2980.31
10/13/2021,2954.92,2950.34,2960.17,2935.32
10/12/2021,2932.42,2954.46,2956.96,2927.27
10/11/2021,2942.75,2953.09,2981.51,2941.81
10/08/2021,2964.15,2988.55,2989.67,2961.10
10/07/2021,2979.43,2979.78,3002.06,2975.64
10/06/2021,2953.35,2905.92,2955.14,2899.90
10/05/2021,2934.83,2906.68,2952.73,2904.05
10/04/2021,2894.42,2942.72,2945.56,2876.99
10/01/2021,2958.37,2946.29,2966.17,2911.02
09/30/2021,2937.92,2966.06,2977.64,2936.91
09/29/2021,2950.58,2967.05,2982.98,2945.48
09/28/2021,2954.06,3000.40,3008.11,2951.80
09/27/2021,3040.96,3041.02,3048.11,3021.28
09/24/2021,3065.94,3044.59,3069.11,3041.84
09/23/2021,3063.32,3046.24,3071.38,3039.89
09/22/2021,3035.30,3014.80,3046.07,3005.98
09/21/2021,3005.55,3019.39,3027.98,2997.40
09/20/2021,3002.44,3013.73,3031.45,2964.21
09/17/2021,3066.69,3096.29,3097.04,3058.21
09/16/2021,3103.18,3090.53,3107.83,3074.18
09/15/2021,3100.71,3083.99,3103.79,3063.28
09/14/2021,3076.58,3101.16,3105.19,3070.41
09/13/2021,3086.90,3109.24,3112.46,3070.34
09/10/2021,3088.15,3129.61,3134.70,3086.69
09/09/2021,3112.21,3127.85,3135.09,3111.35
09/08/2021,3124.17,3133.80,3133.80,3105.69
09/07/2021,3135.15,3132.46,3140.28,3122.05
09/03/2021,3130.57,3115.80,3133.62,3110.99
09/02/2021,3120.85,3131.26,3136.38,3110.86
09/01/2021,3122.31,3127.39,3139.29,3120.73
08/31/2021,3116.50,3120.28,3120.89,3104.56
08/30/2021,3121.02,3092.17,3124.12,3091.94
08/27/2021,3086.59,3061.22,3089.41,3058.55
08/26/2021,3055.70,3069.79,3073.86,3053.05
08/25/2021,3073.78,3076.96,3080.87,3068.38
08/24/2021,3071.54,3067.78,3076.88,3063.91
08/23/2021,3062.56,3028.03,3068.29,3028.03
08/20/2021,3018.51,2994.81,3020.79,2993.77
08/19/2021,2986.79,2954.62,3000.04,2954.62
08/18/2021,2971.58,2995.05,3007.98,2969.29
08/17/2021,3000.57,3003.79,3012.54,2981.25
08/16/2021,3028.15,3018.01,3028.40,2986.23
08/13/2021,3027.34,3020.37,3030.08,3015.86
08/12/2021,3017.80,3002.52,3019.58,2991.25
08/11/2021,3005.55,3020.28,3025.55,2994.52
08/10/2021,3010.72,3031.47,3033.89,3002.03
08/09/2021,3026.62,3027.23,3030.94,3016.35
08/06/2021,3021.87,3025.18,3032.47,3012.60
08/05/2021,3036.33,3021.07,3036.85,3016.77
08/04/2021,3016.68,3011.83,3023.48,3003.43
08/03/2021,3012.28,2999.44,3012.72,2972.89
08/02/2021,2992.72,2991.98,3011.98,2989.03
07/30/2021,2991.98,2976.48,2998.17,2976.48
07/29/2021,3009.67,3003.06,3018.39,3000.88
07/28/2021,3003.62,3001.08,3015.77,2982.71
07/27/2021,2991.39,3020.58,3021.55,2957.56
07/26/2021,3025.19,3017.67,3028.47,3009.65
07/23/2021,3022.36,3000.90,3025.17,2989.61
07/22/2021,2988.03,2973.09,2988.28,2973.09
07/21/2021,2968.53,2944.73,2968.63,2942.02
07/20/2021,2945.64,2920.24,2958.13,2906.16
07/19/2021,2909.82,2903.52,2915.79,2891.01
07/16/2021,2936.28,2968.42,2975.19,2933.42
07/15/2021,2958.94,2980.70,2981.50,2943.51
07/14/2021,2980.09,2996.97,3000.23,2974.35
07/13/2021,2974.91,2974.23,3000.46,2968.76
07/12/2021,2975.58,2975.74,2979.89,2962.76
07/09/2021,2965.22,2941.86,2967.74,2937.11
07/08/2021,2944.43,2915.52,2952.73,2910.35
07/07/2021,2962.11,2977.95,2978.31,2947.15
07/06/2021,2957.27,2951.03,2959.49,2927.06
07/02/2021,2945.53,2926.71,2947.64,2925.36
07/01/2021,2912.01,2906.13,2915.33,2896.68
06/30/2021,2910.96,2912.01,2916.46,2906.17
06/29/2021,2914.55,2904.73,2915.04,2896.35
06/28/2021,2905.00,2880.33,2906.01,2880.12
06/25/2021,2869.04,2879.33,2880.34,2864.85
06/24/2021,2873.19,2871.66,2885.83,2867.53
06/23/2021,2854.85,2855.02,2864.95,2849.52
06/22/2021,2854.08,2828.07,2857.71,2825.60
06/21/2021,2827.45,2811.01,2830.18,2793.58
06/18/2021,2809.92,2825.02,2828.12,2804.92
06/17/2021,2832.76,2789.33,2841.09,2789.27
06/16/2021,2796.60,2810.63,2820.02,2768.72
06/15/2021,2806.08,2824.16,2825.25,2801.79
06/14/2021,2825.64,2800.43,2825.87,2792.79
06/11/2021,2799.66,2791.89,2799.73,2786.80
06/10/2021,2792.07,2766.85,2792.62,2763.57
06/09/2021,2762.99,2773.10,2780.14,2762.21
06/08/2021,2762.17,2774.71,2782.68,2749.28
06/07/2021,2760.58,2748.83,2761.68,2742.02
06/04/2021,2754.15,2723.95,2756.95,2722.72
06/03/2021,2705.94,2713.78,2721.71,2693.94
06/02/2021,2735.16,2731.15,2742.54,2722.03
06/01/2021,2730.92,2752.83,2754.71,2720.50
05/28/2021,2737.30,2743.40,2753.16,2736.96
05/27/2021,2731.57,2737.38,2744.95,2730.43
05/26/2021,2740.55,2737.54,2745.21,2732.21
05/25/2021,2731.55,2740.26,2746.88,2722.90
05/24/2021,2728.35,2700.89,2737.52,2700.02
05/21/2021,2682.35,2714.64,2714.79,2680.31
05/20/2021,2698.82,2658.92,2705.20,2658.64
05/19/2021,2647.58,2599.69,2648.80,2598.87
05/18/2021,2643.54,2670.45,2680.10,2642.57
05/17/2021,2662.58,2665.92,2670.07,2639.31
05/14/2021,2678.62,2647.76,2686.00,2644.04
05/13/2021,2621.83,2626.76,2645.33,2601.35
05/12/2021,2600.33,2631.01,2647.38,2593.43
05/11/2021,2670.25,2620.51,2676.33,2618.95
05/10/2021,2671.82,2729.55,2729.70,2671.72
05/07/2021,2743.93,2743.12,2762.93,2733.95
05/06/2021,2722.75,2698.19,2723.50,2680.69
05/05/2021,2700.67,2729.79,2735.38,2695.72
05/04/2021,2708.93,2736.13,2741.08,2679.22
05/03/2021,2759.94,2784.68,2791.00,2756.93
04/30/2021,2772.15,2771.54,2793.84,2767.76
04/29/2021,2794.04,2812.79,2814.67,2767.22
04/28/2021,2780.32,2790.70,2798.41,2779.03
04/27/2021,2792.06,2809.62,2809.69,2786.24
04/26/2021,2805.23,2790.99,2807.88,2784.00
04/23/2021,2788.29,2758.90,2797.89,2757.89
04/22/2021,2752.47,2784.18,2790.81,2743.35
04/21/2021,2787.03,2753.78,2787.94,2743.49
04/20/2021,2761.86,2778.33,2786.97,2746.12
04/19/2021,2781.53,2794.17,2805.13,2767.15
04/16/2021,2808.38,2807.18,2810.08,2793.31
04/15/2021,2805.24,2786.97,2808.02,2786.20
04/14/2021,2760.78,2794.76,2798.13,2756.43
04/13/2021,2797.30,2774.92,2800.51,2774.92
04/12/2021,2763.87,2758.55,2767.88,2749.53
04/09/2021,2769.01,2741.93,2769.86,2734.98
04/08/2021,2751.70,2746.15,2752.63,2740.70
04/07/2021,2723.34,2710.79,2729.76,2706.53
04/06/2021,2715.69,2713.44,2732.06,2710.32
04/05/2021,2719.63,2686.83,2724.72,2684.16
04/01/2021,2665.90,2653.78,2666.67,2651.16
03/31/2021,2618.29,2594.06,2633.41,2593.33
03/30/2021,2579.31,2580.88,2585.89,2559.61
03/29/2021,2593.15,2590.10,2602.69,2567.32
03/26/2021,2595.82,2555.45,2598.61,2544.33
03/25/2021,2556.10,2541.51,2569.13,2525.58
03/24/2021,2559.78,2614.56,2615.49,2559.61
03/23/2021,2603.56,2625.41,2636.13,2598.70
03/22/2021,2617.30,2588.66,2633.49,2588.66
03/19/2021,2573.40,2558.53,2581.20,2540.81
03/18/2021,2557.83,2601.27,2608.07,2556.22
03/17/2021,2640.48,2604.97,2656.06,2590.02
03/16/2021,2630.46,2631.43,2659.50,2618.36
03/15/2021,2616.51,2587.23,2617.03,2577.13
03/12/2021,2587.46,2574.68,2588.72,2555.63
03/11/2021,2610.58,2592.11,2623.57,2584.00
03/10/2021,2550.41,2590.08,2595.88,2545.37
03/09/2021,2558.90,2526.98,2573.70,2518.57
03/08/2021,2459.82,2525.96,2543.72,2457.54
03/05/2021,2533.70,2518.83,2540.19,2441.68
03/04/2021,2492.80,2531.18,2559.82,2462.83
03/03/2021,2536.67,2604.02,2611.46,2535.99
03/02/2021,2611.99,2659.62,2660.32,2610.43
03/01/2021,2656.59,2621.18,2658.76,2610.33
02/26/2021,2581.89,2591.79,2618.07,2552.87
02/25/2021,2565.66,2639.55,2658.91,2554.75
02/24/2021,2660.44,2619.16,2662.49,2594.36
02/23/2021,2638.94,2596.47,2651.97,2551.61
02/22/2021,2644.75,2682.85,2689.47,2644.20
02/19/2021,2716.16,2737.24,2740.34,2709.09
02/18/2021,2727.50,2711.17,2733.99,2695.43
02/17/2021,2739.94,2727.23,2742.63,2710.53
02/16/2021,2754.75,2768.21,2775.95,2745.36
02/12/2021,2761.54,2739.18,2763.23,2731.36
02/11/2021,2746.87,2744.73,2749.44,2727.44
02/10/2021,2731.05,2750.28,2754.18,2706.39
02/09/2021,2737.42,2733.43,2748.36,2732.94
02/08/2021,2739.00,2734.49,2739.68,2721.59
02/05/2021,2720.79,2718.55,2728.59,2705.56
02/04/2021,2712.18,2690.97,2712.63,2681.29
02/03/2021,2680.47,2711.01,2712.29,2680.00
02/02/2021,2691.22,2674.27,2700.25,2672.78
02/01/2021,2649.78,2613.53,2656.04,2596.62
01/29/2021,2585.08,2625.01,2633.57,2569.09
01/28/2021,2640.31,2632.61,2680.37,2630.02
01/27/2021,2622.53,2674.21,2678.70,2606.83
01/26/2021,2698.04,2701.49,2707.26,2688.06
01/25/2021,2696.66,2703.11,2712.74,2641.12
01/22/2021,2673.28,2671.25,2680.96,2667.38
01/21/2021,2681.00,2671.38,2686.74,2659.56
01/20/2021,2659.29,2631.02,2666.45,2627.66
01/19/2021,2599.31,2584.30,2602.43,2572.26
01/15/2021,2560.79,2579.62,2588.26,2551.62
01/14/2021,2579.74,2602.20,2607.41,2577.23
01/13/2021,2594.73,2582.37,2601.77,2575.60
01/12/2021,2578.42,2583.22,2591.49,2556.74
01/11/2021,2580.50,2592.56,2604.64,2576.72
01/08/2021,2621.04,2607.39,2622.61,2587.95
01/07/2021,2587.91,2548.94,2593.34,2548.92
01/06/2021,2524.67,2520.26,2560.66,2513.88
01/05/2021,2560.48,2532.63,2561.96,2532.63
01/04/2021,2538.93,2589.97,2589.97,2507.48
12/31/2020,2577.66,2570.59,2580.82,2560.95
12/30/2020,2569.07,2580.00,2583.49,2565.76
12/29/2020,2568.70,2581.97,2585.11,2563.33
12/28/2020,2567.77,2562.79,2572.38,2549.42
12/24/2020,2542.20,2533.65,2546.51,2533.17
12/23/2020,2530.63,2546.75,2547.51,2529.95
12/22/2020,2543.51,2543.11,2552.25,2521.28
12/21/2020,2538.05,2515.15,2541.30,2494.80
12/18/2020,2547.64,2557.38,2558.69,2522.26
12/17/2020,2550.41,2548.30,2552.19,2537.20
12/16/2020,2533.63,2521.57,2539.62,2513.74
12/15/2020,2519.18,2513.06,2519.37,2493.51
12/14/2020,2492.44,2485.58,2508.86,2485.25
12/11/2020,2475.08,2465.41,2475.72,2447.36
12/10/2020,2480.35,2453.71,2489.56,2445.23
12/09/2020,2472.93,2525.45,2528.65,2462.26
12/08/2020,2527.14,2515.02,2530.27,2500.99
12/07/2020,2519.29,2504.71,2522.00,2504.62
12/04/2020,2505.70,2495.98,2506.24,2490.10
12/03/2020,2493.43,2493.83,2507.78,2489.07
12/02/2020,2491.28,2478.12,2494.45,2463.65
12/01/2020,2491.07,2477.52,2502.04,2467.67
11/30/2020,2453.66,2455.76,2459.92,2418.19
11/27/2020,2451.64,2444.10,2461.34,2442.89
11/25/2020,2430.44,2422.42,2435.00,2416.30
11/24/2020,2415.96,2390.54,2418.83,2375.66
11/23/2020,2381.19,2391.98,2400.37,2363.51
11/20/2020,2381.29,2395.18,2403.48,2380.71
11/19/2020,2397.09,2372.62,2400.06,2368.53
11/18/2020,2378.94,2392.67,2405.43,2378.50
11/17/2020,2395.50,2406.05,2409.43,2392.88
11/16/2020,2402.68,2385.07,2407.10,2378.36
11/13/2020,2387.57,2382.12,2391.42,2361.79
11/12/2020,2365.43,2384.83,2395.38,2357.22
11/11/2020,2378.59,2346.95,2380.83,2342.91
11/10/2020,2324.86,2341.00,2352.39,2302.52
11/09/2020,2366.08,2438.72,2453.73,2363.59
11/06/2020,2418.27,2408.86,2423.39,2379.10
11/05/2020,2415.61,2404.35,2423.41,2395.42
11/04/2020,2355.40,2325.58,2369.29,2312.99
11/03/2020,2255.98,2231.17,2271.22,2223.12
11/02/2020,2216.95,2230.50,2244.42,2191.42
10/30/2020,2210.59,2253.14,2258.80,2192.00
10/29/2020,2270.15,2242.90,2293.47,2237.42
10/28/2020,2228.55,2280.11,2285.22,2227.20
10/27/2020,2319.79,2312.17,2326.70,2300.62
10/26/2020,2300.90,2316.83,2341.62,2272.15
10/23/2020,2338.51,2336.15,2338.60,2313.82
10/22/2020,2332.58,2342.53,2347.84,2305.95
10/21/2020,2333.07,2337.29,2357.88,2329.29
10/20/2020,2335.57,2335.82,2360.28,2322.75
10/19/2020,2326.87,2382.60,2392.49,2321.23
10/16/2020,2370.43,2390.42,2406.83,2364.91
10/15/2020,2379.71,2353.32,2385.73,2353.10
