Date,Close,Open,High,Low
09/04/2024,3784.28,3766.62,3814.16,3761.75
09/03/2024,3791.75,3887.68,3887.68,3773.97
08/30/2024,3914.93,3901.24,3916.49,3865.32
08/29/2024,3865.09,3885.06,3924.55,3856.33
08/28/2024,3870.16,3913.48,3917.41,3844.31
08/27/2024,3916.30,3890.13,3923.58,3873.91
08/26/2024,3903.29,3935.82,3945.38,3887.47
08/23/2024,3944.17,3933.96,3963.68,3905.33
08/22/2024,3898.37,3982.26,3987.78,3891.98
08/21/2024,3964.97,3951.69,3977.07,3938.12
08/20/2024,3943.96,3947.30,3967.10,3930.44
08/19/2024,3953.30,3904.39,3953.56,3889.02
08/16/2024,3901.70,3878.64,3912.25,3875.34
08/15/2024,3898.03,3850.37,3900.58,3847.96
08/14/2024,3804.54,3808.54,3820.60,3767.42
08/13/2024,3801.29,3744.97,3802.64,3744.77
08/12/2024,3708.41,3709.65,3733.15,3686.72
08/09/2024,3702.62,3674.80,3713.53,3662.76
08/08/2024,3682.76,3620.46,3689.08,3593.04
08/07/2024,3573.47,3669.01,3689.14,3570.19
08/06/2024,3615.58,3592.29,3673.74,3571.76
08/05/2024,3579.03,3488.91,3633.90,3487.07
08/02/2024,3688.17,3698.62,3725.76,3652.75
08/01/2024,3778.08,3875.31,3907.78,3747.42
07/31/2024,3872.49,3844.57,3885.32,3832.58
07/30/2024,3759.25,3825.91,3833.08,3733.44
07/29/2024,3811.90,3824.49,3844.86,3794.88
07/26/2024,3804.73,3798.06,3828.54,3779.86
07/25/2024,3766.12,3808.23,3845.44,3744.34
07/24/2024,3806.48,3895.17,3896.62,3800.97
07/23/2024,3950.87,3956.67,3980.93,3947.24
07/22/2024,3964.57,3950.19,3972.34,3927.65
07/19/2024,3904.52,3937.59,3956.90,3895.88
07/18/2024,3941.02,3987.25,3989.61,3915.16
07/17/2024,3959.83,4008.26,4016.05,3958.73
07/16/2024,4079.72,4088.31,4095.39,4053.27
07/15/2024,4077.38,4080.20,4117.03,4060.91
07/12/2024,4066.30,4045.25,4105.22,4043.60
07/11/2024,4042.27,4132.38,4134.36,4033.00
07/10/2024,4135.08,4106.65,4138.19,4095.99
07/09/2024,4090.60,4100.83,4108.73,4079.11
07/08/2024,4087.91,4078.78,4091.05,4072.66
07/05/2024,4078.39,4044.88,4081.44,4040.32
07/03/2024,4037.33,3999.06,4037.33,3999.06
07/02/2024,4002.38,3949.26,4003.01,3948.36
07/01/2024,3962.44,3944.03,3965.55,3915.50
06/28/2024,3936.57,3963.42,4003.54,3933.17
06/27/2024,3957.81,3948.10,3970.16,3940.28
06/26/2024,3950.21,3934.25,3952.71,3930.81
06/25/2024,3940.23,3911.17,3942.48,3904.75
06/24/2024,3894.92,3929.65,3944.64,3894.51
06/21/2024,3940.09,3944.22,3960.39,3928.70
06/20/2024,3950.46,3992.59,3995.99,3937.00
06/18/2024,3981.77,3980.89,3988.10,3967.57
06/17/2024,3980.55,3936.40,3995.57,3924.73
06/14/2024,3931.96,3911.44,3933.02,3906.92
06/13/2024,3915.38,3921.73,3927.85,3894.74
06/12/2024,3893.04,3871.68,3911.40,3869.46
06/11/2024,3842.04,3806.33,3842.53,3793.31
06/10/2024,3814.93,3789.03,3817.96,3788.14
06/07/2024,3800.19,3798.53,3822.78,3791.74
06/06/2024,3804.24,3810.60,3814.36,3795.77
06/05/2024,3807.01,3758.26,3807.15,3753.64
06/04/2024,3730.97,3719.60,3739.59,3704.37
06/03/2024,3720.19,3733.30,3741.44,3678.51
05/31/2024,3707.33,3710.16,3714.91,3637.96
05/30/2024,3707.73,3736.65,3741.05,3697.55
05/29/2024,3747.35,3741.61,3762.96,3741.33
05/28/2024,3773.89,3771.03,3775.04,3751.19
05/24/2024,3761.67,3733.90,3770.40,3732.96
05/23/2024,3724.68,3781.47,3781.56,3710.99
05/22/2024,3741.04,3746.71,3751.34,3721.23
05/21/2024,3742.76,3720.79,3744.24,3717.90
05/20/2024,3734.84,3711.84,3740.77,3709.98
05/17/2024,3709.25,3714.25,3718.07,3692.45
05/16/2024,3711.59,3718.00,3733.90,3710.66
05/15/2024,3719.33,3682.56,3721.51,3671.86
05/14/2024,3664.55,3637.52,3667.92,3635.06
05/13/2024,3639.72,3645.68,3646.70,3629.51
05/10/2024,3632.24,3634.29,3649.52,3619.95
05/09/2024,3622.69,3619.16,3627.60,3602.52
05/08/2024,3617.00,3597.54,3627.07,3597.54
05/07/2024,3618.29,3621.27,3631.26,3612.32
05/06/2024,3618.71,3590.20,3618.97,3587.47
05/03/2024,3578.16,3569.64,3585.40,3556.96
05/02/2024,3508.31,3495.23,3515.15,3458.10
05/01/2024,3463.71,3476.58,3533.57,3456.87
04/30/2024,3488.14,3544.07,3553.80,3487.51
04/29/2024,3556.54,3560.23,3564.00,3534.21
04/26/2024,3543.66,3513.24,3554.56,3506.61
04/25/2024,3486.10,3441.05,3494.89,3434.58
04/24/2024,3505.36,3522.63,3530.78,3487.07
04/23/2024,3494.29,3459.45,3502.66,3455.44
04/22/2024,3442.18,3432.24,3461.03,3402.09
04/19/2024,3407.53,3466.97,3472.47,3394.78
04/18/2024,3478.86,3502.95,3518.16,3475.30
04/17/2024,3498.72,3557.16,3557.71,3491.91
04/16/2024,3542.73,3538.28,3563.54,3532.19
04/15/2024,3541.37,3628.66,3630.42,3535.27
04/12/2024,3600.70,3623.53,3633.30,3590.42
04/11/2024,3661.60,3617.17,3667.43,3599.65
04/10/2024,3602.33,3591.57,3608.17,3586.48
04/09/2024,3633.98,3637.80,3642.00,3594.61
04/08/2024,3620.04,3626.09,3635.73,3610.14
04/05/2024,3621.69,3588.06,3640.59,3582.57
04/04/2024,3575.76,3666.20,3672.40,3575.15
04/03/2024,3632.04,3610.89,3647.73,3609.04
04/02/2024,3624.36,3615.28,3627.11,3600.47
04/01/2024,3658.64,3656.16,3678.32,3642.26
03/28/2024,3650.94,3652.68,3661.67,3646.28
03/27/2024,3656.17,3667.65,3668.82,3633.64
03/26/2024,3642.11,3665.86,3675.74,3641.59
03/25/2024,3655.41,3643.11,3667.47,3637.86
03/22/2024,3667.89,3658.63,3677.25,3653.54
03/21/2024,3664.08,3687.65,3692.94,3663.28
03/20/2024,3648.02,3613.50,3649.82,3600.66
03/19/2024,3606.44,3580.53,3607.96,3561.84
03/18/2024,3597.00,3604.84,3624.87,3594.62
03/15/2024,3561.65,3585.41,3586.10,3553.00
03/14/2024,3602.96,3622.92,3628.58,3582.73
03/13/2024,3613.69,3630.35,3632.76,3606.08
03/12/2024,3643.82,3612.57,3645.67,3583.87
03/11/2024,3590.34,3591.94,3600.62,3574.64
03/08/2024,3603.69,3662.56,3683.35,3599.08
03/07/2024,3659.60,3632.36,3667.59,3620.30
03/06/2024,3603.51,3617.03,3628.58,3588.33
03/05/2024,3579.57,3617.78,3619.55,3560.90
03/04/2024,3645.30,3658.08,3662.69,3643.66
03/01/2024,3660.58,3613.86,3666.65,3612.89
02/29/2024,3608.77,3598.33,3613.60,3573.25
02/28/2024,3574.90,3579.01,3586.20,3568.07
02/27/2024,3594.21,3592.46,3597.50,3574.18
02/26/2024,3586.67,3594.07,3602.82,3585.33
02/23/2024,3587.52,3610.41,3618.36,3580.56
02/22/2024,3600.94,3571.55,3606.96,3561.65
02/21/2024,3495.78,3482.55,3496.44,3463.89
02/20/2024,3509.22,3518.23,3531.40,3479.88
02/16/2024,3537.20,3570.72,3572.83,3532.68
02/15/2024,3569.14,3563.06,3572.93,3544.46
02/14/2024,3561.53,3545.72,3563.06,3523.98
02/13/2024,3520.08,3503.96,3543.53,3495.65
02/12/2024,3576.53,3588.46,3608.29,3571.93
02/09/2024,3592.48,3564.20,3597.58,3559.76
02/08/2024,3556.63,3551.52,3562.82,3545.71
02/07/2024,3551.01,3534.97,3556.83,3527.55
02/06/2024,3514.55,3532.89,3536.12,3495.09
02/05/2024,3522.61,3526.98,3531.15,3493.92
02/02/2024,3528.55,3483.14,3536.43,3475.67
02/01/2024,3468.94,3443.36,3471.35,3435.17
01/31/2024,3427.45,3453.97,3475.10,3425.75
01/30/2024,3495.34,3519.25,3515.69,3488.75
01/29/2024,3519.25,3487.62,3520.79,3482.92
01/26/2024,3484.20,3486.56,3502.95,3479.11
01/25/2024,3503.40,3517.85,3526.27,3486.07
01/24/2024,3499.86,3512.52,3533.05,3496.40
01/23/2024,3480.84,3469.39,3482.17,3457.20
01/22/2024,3466.08,3480.73,3490.05,3461.98
01/19/2024,3462.80,3412.08,3463.38,3408.42
01/18/2024,3396.46,3378.81,3399.40,3363.63
01/17/2024,3347.26,3341.10,3349.82,3312.30
01/16/2024,3366.14,3355.01,3379.07,3345.32
01/12/2024,3366.58,3371.00,3380.07,3355.38
01/11/2024,3364.18,3370.43,3379.63,3323.77
01/10/2024,3358.61,3340.50,3365.47,3330.95
01/09/2024,3335.74,3306.39,3342.18,3302.75
01/08/2024,3329.97,3270.88,3331.05,3269.88
01/05/2024,3261.20,3256.42,3283.08,3249.84
01/04/2024,3256.40,3258.16,3283.89,3255.29
01/03/2024,3273.70,3282.56,3294.21,3270.43
01/02/2024,3308.79,3333.46,3337.32,3290.63
12/29/2023,3365.19,3380.49,3383.90,3351.58
12/28/2023,3379.69,3392.66,3393.87,3378.26
12/27/2023,3381.36,3379.23,3384.40,3371.91
12/26/2023,3375.69,3363.36,3381.50,3362.71
12/22/2023,3355.48,3359.83,3367.85,3340.71
12/21/2023,3351.48,3343.92,3353.60,3324.30
12/20/2023,3310.83,3352.73,3372.14,3310.41
12/19/2023,3362.37,3346.87,3362.62,3346.65
12/18/2023,3345.96,3326.22,3352.86,3325.86
12/15/2023,3324.69,3317.38,3333.95,3311.40
12/14/2023,3307.57,3320.71,3332.14,3283.85
12/13/2023,3312.47,3278.44,3316.21,3271.44
12/12/2023,3270.85,3241.87,3270.85,3235.09
12/11/2023,3244.35,3213.92,3246.45,3212.37
12/08/2023,3216.94,3190.61,3220.17,3187.52
12/07/2023,3204.50,3177.65,3208.50,3175.10
12/06/2023,3157.61,3198.04,3198.19,3155.39
12/05/2023,3175.54,3152.73,3186.37,3152.12
12/04/2023,3167.93,3167.34,3170.49,3139.12
12/01/2023,3199.52,3178.50,3202.75,3167.01
11/30/2023,3189.57,3197.63,3202.70,3165.13
11/29/2023,3197.52,3222.28,3233.30,3195.34
11/28/2023,3202.09,3188.06,3206.30,3184.21
11/27/2023,3192.40,3194.00,3209.06,3186.44
11/24/2023,3196.40,3194.97,3201.49,3188.12
11/22/2023,3200.28,3205.16,3223.90,3192.81
11/21/2023,3186.72,3190.33,3193.60,3173.36
11/20/2023,3205.41,3169.09,3211.35,3169.02
11/17/2023,3167.60,3160.85,3175.37,3153.39
11/16/2023,3166.63,3153.02,3168.53,3147.67
11/15/2023,3163.44,3176.38,3180.94,3153.06
11/14/2023,3162.49,3148.79,3170.07,3145.22
11/13/2023,3096.56,3093.83,3104.93,3080.94
11/10/2023,3105.82,3050.47,3107.04,3047.43
11/09/2023,3037.58,3070.23,3076.42,3034.26
11/08/2023,3062.65,3062.79,3068.64,3044.18
11/07/2023,3059.20,3040.34,3067.09,3030.68
11/06/2023,3030.99,3027.44,3036.04,3012.98
11/03/2023,3019.90,2996.95,3029.96,2993.08
11/02/2023,2983.91,2971.39,2986.15,2958.55
11/01/2023,2932.98,2890.73,2935.57,2888.38
10/31/2023,2881.96,2868.17,2884.09,2846.48
10/30/2023,2867.10,2856.80,2877.68,2845.16
10/27/2023,2836.08,2849.18,2864.21,2826.07
10/26/2023,2821.91,2862.89,2874.50,2811.67
10/25/2023,2876.33,2928.31,2928.69,2872.45
10/24/2023,2949.17,2935.68,2954.83,2922.07
10/23/2023,2920.97,2902.90,2949.27,2883.81
10/20/2023,2912.18,2950.55,2956.28,2910.43
10/19/2023,2956.63,2996.19,3004.78,2949.86
10/18/2023,2981.85,3004.41,3020.77,2973.16
10/17/2023,3024.40,3001.86,3037.41,2986.60
10/16/2023,3034.55,3010.89,3041.91,3009.45
10/13/2023,2999.02,3045.14,3046.47,2988.69
10/12/2023,3036.82,3052.82,3066.81,3018.14
10/11/2023,3048.22,3038.89,3049.64,3023.92
10/10/2023,3026.30,3014.81,3048.39,3010.11
10/09/2023,3009.43,2974.31,3014.13,2963.27
10/06/2023,2994.65,2924.53,3004.28,2915.19
10/05/2023,2944.64,2953.91,2956.94,2916.88
10/04/2023,2955.25,2922.65,2960.61,2918.51
10/03/2023,2913.12,2948.81,2963.97,2900.83
10/02/2023,2967.51,2943.58,2978.44,2940.31
09/29/2023,2943.05,2970.67,2980.37,2932.96
09/28/2023,2940.55,2906.19,2957.52,2902.03
09/27/2023,2916.03,2920.03,2931.44,2886.52
09/26/2023,2909.17,2933.69,2935.70,2901.14
09/25/2023,2953.78,2932.49,2954.24,2923.09
09/22/2023,2940.22,2951.32,2971.18,2937.37
09/21/2023,2938.85,2962.70,2969.75,2938.35
09/20/2023,2993.98,3045.11,3049.04,2993.50
09/19/2023,3038.25,3030.51,3043.98,3013.88
09/18/2023,3045.07,3032.28,3053.79,3031.09
09/15/2023,3040.48,3085.19,3087.08,3034.74
09/14/2023,3094.78,3086.60,3102.56,3067.44
09/13/2023,3069.71,3058.65,3082.91,3051.32
09/12/2023,3057.95,3078.11,3089.57,3055.78
09/11/2023,3092.37,3081.96,3096.57,3065.68
09/08/2023,3056.05,3053.13,3074.84,3048.81
09/07/2023,3051.70,3034.84,3057.64,3027.74
09/06/2023,3074.29,3093.42,3097.38,3057.90
09/05/2023,3101.65,3092.10,3111.37,3083.99
09/01/2023,3098.17,3120.17,3123.80,3085.87
08/31/2023,3100.21,3095.08,3115.00,3093.28
08/30/2023,3092.49,3077.33,3096.97,3068.37
08/29/2023,3075.31,3008.60,3078.31,3006.91
08/28/2023,3010.49,3007.12,3017.25,2989.78
08/25/2023,2988.37,2971.82,3000.26,2943.07
08/24/2023,2963.29,3055.76,3055.85,2962.97
08/23/2023,3029.61,2989.52,3037.77,2989.52
08/22/2023,2981.79,3006.75,3007.53,2976.80
08/21/2023,2987.34,2952.40,2991.77,2947.85
08/18/2023,2938.97,2917.94,2948.91,2911.57
08/17/2023,2943.16,2988.67,2989.92,2939.66
08/16/2023,2975.29,3004.33,3015.41,2974.76
08/15/2023,3007.53,3034.42,3038.58,3002.87
08/14/2023,3041.12,2997.61,3041.26,2994.40
08/11/2023,3005.61,3002.11,3020.51,2994.73
08/10/2023,3025.77,3043.55,3073.26,3014.50
08/09/2023,3020.34,3057.40,3057.78,3015.58
08/08/2023,3054.61,3055.84,3059.14,3029.65
08/07/2023,3081.57,3071.12,3082.18,3051.71
08/04/2023,3054.98,3084.11,3104.66,3051.75
08/03/2023,3070.71,3057.55,3087.32,3054.14
08/02/2023,3074.15,3112.23,3112.27,3064.29
08/01/2023,3143.60,3139.36,3149.69,3127.31
07/31/2023,3151.40,3154.88,3160.71,3140.55
07/28/2023,3150.19,3126.03,3157.75,3123.55
07/27/2023,3092.99,3146.81,3159.10,3083.21
07/26/2023,3099.85,3102.80,3114.23,3082.38
07/25/2023,3112.28,3096.60,3124.54,3096.41
07/24/2023,3089.60,3095.03,3100.93,3074.93
07/21/2023,3085.13,3111.01,3120.10,3082.11
07/20/2023,3093.22,3143.67,3154.37,3085.97
07/19/2023,3165.27,3177.63,3186.45,3156.39
07/18/2023,3168.27,3134.34,3179.14,3121.55
07/17/2023,3142.66,3121.66,3149.13,3115.31
07/14/2023,3113.12,3122.00,3144.01,3106.20
07/13/2023,3114.40,3086.43,3120.55,3084.14
07/12/2023,3061.45,3055.87,3072.82,3041.94
07/11/2023,3023.81,3013.62,3027.06,2994.83
07/10/2023,3009.13,3006.35,3013.29,2984.92
07/07/2023,3007.37,3014.10,3042.13,3006.51
07/06/2023,3017.89,3010.75,3021.29,2993.83
07/05/2023,3040.76,3033.11,3055.04,3032.52
07/03/2023,3041.74,3038.09,3046.59,3030.72
06/30/2023,3035.84,3017.05,3042.75,3016.31
06/29/2023,2987.99,2993.11,2997.38,2975.40
06/28/2023,2992.91,2975.25,3010.21,2973.16
06/27/2023,2989.18,2950.31,2994.47,2945.35
06/26/2023,2937.80,2973.33,2996.56,2937.41
06/23/2023,2978.30,2975.85,2996.75,2964.36
06/22/2023,3008.46,2959.51,3008.84,2958.99
06/21/2023,2973.49,3003.80,3007.78,2965.20
06/20/2023,3014.03,3007.30,3025.48,2989.34
06/16/2023,3016.78,3054.49,3056.93,3014.68
06/15/2023,3037.10,2990.07,3049.32,2985.89
06/14/2023,3001.14,2978.81,3003.42,2956.92
06/13/2023,2980.17,2982.27,2986.37,2954.04
06/12/2023,2956.86,2923.46,2957.92,2914.27
06/09/2023,2905.67,2914.84,2934.57,2897.50
06/08/2023,2896.91,2863.85,2900.66,2862.94
06/07/2023,2860.66,2914.65,2929.58,2856.74
06/06/2023,2911.62,2905.22,2918.70,2895.40
06/05/2023,2911.30,2910.01,2932.59,2903.38
06/02/2023,2909.33,2903.42,2919.14,2888.43
06/01/2023,2888.30,2853.82,2898.66,2843.99
05/31/2023,2850.82,2858.71,2875.06,2843.23
05/30/2023,2871.00,2893.13,2904.03,2860.22
05/26/2023,2859.68,2798.08,2865.90,2796.45
05/25/2023,2787.71,2784.16,2797.37,2762.44
05/24/2023,2720.90,2717.81,2731.15,2704.18
05/23/2023,2734.51,2754.74,2765.42,2732.58
05/22/2023,2769.95,2761.07,2778.74,2758.59
05/19/2023,2760.70,2768.54,2774.88,2752.78
05/18/2023,2766.92,2721.87,2768.95,2721.36
05/17/2023,2717.85,2694.92,2721.67,2683.87
05/16/2023,2685.20,2677.07,2699.69,2676.95
05/15/2023,2682.70,2670.45,2683.96,2659.57
05/12/2023,2668.04,2681.42,2685.48,2651.31
05/11/2023,2677.96,2675.37,2682.34,2661.22
05/10/2023,2669.57,2661.68,2676.88,2641.03
05/09/2023,2640.22,2645.73,2650.96,2638.78
05/08/2023,2658.33,2649.42,2660.49,2638.63
05/05/2023,2651.83,2614.14,2658.22,2611.98
05/04/2023,2596.50,2602.81,2612.80,2587.69
05/03/2023,2606.04,2624.62,2646.34,2605.21
05/02/2023,2622.73,2645.10,2648.31,2609.36
05/01/2023,2646.29,2645.84,2657.49,2637.27
04/28/2023,2649.20,2627.96,2649.50,2619.39
04/27/2023,2632.01,2592.64,2635.12,2587.70
04/26/2023,2561.30,2573.33,2585.92,2556.68
04/25/2023,2545.02,2581.02,2586.66,2544.83
04/24/2023,2593.95,2596.36,2608.85,2576.76
04/21/2023,2600.15,2594.02,2606.17,2579.93
04/20/2023,2597.20,2592.46,2621.58,2586.76
04/19/2023,2617.74,2598.50,2625.65,2597.64
04/18/2023,2618.36,2636.07,2639.24,2608.84
04/17/2023,2617.54,2610.65,2621.14,2596.25
04/14/2023,2615.90,2608.94,2630.46,2592.58
04/13/2023,2621.88,2584.53,2624.88,2584.00
04/12/2023,2569.67,2608.76,2614.40,2566.66
04/11/2023,2592.83,2608.10,2609.91,2589.53
04/10/2023,2610.25,2587.36,2610.42,2572.30
04/06/2023,2612.52,2578.55,2615.63,2569.21
04/05/2023,2593.44,2611.36,2613.06,2578.89
04/04/2023,2620.01,2633.06,2640.81,2609.99
04/03/2023,2629.67,2616.82,2631.49,2607.31
03/31/2023,2636.27,2593.79,2637.75,2593.60
03/30/2023,2592.63,2586.99,2597.59,2578.83
03/29/2023,2569.21,2553.63,2573.39,2546.94
03/28/2023,2522.11,2530.98,2530.98,2503.57
03/27/2023,2534.61,2559.57,2567.84,2529.59
03/24/2023,2553.41,2540.13,2554.09,2521.63
03/23/2023,2545.85,2547.12,2580.02,2522.37
03/22/2023,2513.43,2548.48,2588.72,2512.74
03/21/2023,2548.29,2528.67,2552.49,2516.54
03/20/2023,2512.52,2497.55,2515.71,2481.56
03/17/2023,2503.98,2514.04,2534.87,2488.82
03/16/2023,2516.28,2442.36,2519.16,2438.13
03/15/2023,2450.26,2416.62,2453.89,2405.24
03/14/2023,2439.96,2415.71,2443.57,2407.04
03/13/2023,2384.63,2350.42,2414.79,2339.08
03/10/2023,2366.06,2400.34,2413.92,2357.97
03/09/2023,2399.18,2446.11,2468.09,2394.07
03/08/2023,2443.07,2436.22,2447.54,2420.46
03/07/2023,2430.43,2460.64,2468.80,2426.01
03/06/2023,2460.50,2468.93,2493.38,2459.51
03/03/2023,2458.16,2422.12,2460.09,2419.05
03/02/2023,2408.97,2366.02,2414.92,2366.02
03/01/2023,2387.71,2405.34,2410.90,2381.31
02/28/2023,2408.42,2408.33,2429.30,2404.26
02/27/2023,2411.56,2421.36,2431.92,2406.92
02/24/2023,2393.93,2395.97,2403.66,2380.17
02/23/2023,2436.03,2444.98,2445.48,2400.66
02/22/2023,2413.25,2417.15,2431.24,2401.21
02/21/2023,2412.06,2441.04,2451.41,2411.65
02/17/2023,2471.64,2470.46,2477.14,2446.76
02/16/2023,2488.50,2499.02,2530.68,2488.00
02/15/2023,2537.58,2506.32,2537.88,2497.28
02/14/2023,2518.18,2482.69,2525.48,2471.26
02/13/2023,2500.46,2471.30,2504.56,2462.68
02/10/2023,2460.98,2461.32,2475.13,2440.84
02/09/2023,2476.23,2535.51,2535.92,2465.49
02/08/2023,2499.08,2535.85,2541.89,2494.22
02/07/2023,2545.65,2494.96,2554.32,2483.97
02/06/2023,2492.90,2493.76,2511.77,2482.38
02/03/2023,2514.67,2504.16,2565.74,2504.16
02/02/2023,2560.63,2531.05,2576.20,2520.05
02/01/2023,2472.62,2417.58,2491.77,2402.15
01/31/2023,2420.39,2383.19,2420.84,2383.17
01/30/2023,2382.48,2409.43,2417.54,2381.22
01/27/2023,2433.32,2400.04,2449.63,2399.97
01/26/2023,2410.30,2394.45,2411.18,2370.67
01/25/2023,2362.94,2327.20,2368.36,2310.01
01/24/2023,2369.33,2360.64,2377.87,2356.01
01/23/2023,2374.51,2330.45,2383.77,2323.53
01/20/2023,2323.81,2272.75,2324.63,2265.91
01/19/2023,2259.13,2269.04,2277.70,2250.38
01/18/2023,2282.06,2327.32,2338.05,2280.65
01/17/2023,2311.44,2306.31,2323.19,2296.81
01/13/2023,2308.30,2272.40,2309.59,2269.52
01/12/2023,2291.92,2288.29,2300.17,2249.20
01/11/2023,2280.50,2251.81,2280.74,2244.15
01/10/2023,2241.16,2213.81,2241.51,2210.14
01/09/2023,2221.69,2226.62,2260.97,2217.07
01/06/2023,2208.07,2161.49,2216.52,2139.29
01/05/2023,2148.24,2167.43,2168.47,2145.68
01/04/2023,2182.96,2189.86,2196.29,2157.11
01/03/2023,2172.53,2207.68,2218.61,2154.19
12/30/2022,2187.95,2167.13,2188.59,2155.73
12/29/2022,2190.21,2160.20,2196.21,2155.30
12/28/2022,2135.87,2161.42,2179.73,2134.24
12/27/2022,2164.50,2188.92,2191.49,2161.53
12/23/2022,2197.09,2182.21,2201.40,2166.19
12/22/2022,2191.23,2219.83,2222.85,2156.80
12/21/2022,2247.18,2222.13,2257.15,2216.76
12/20/2022,2214.48,2204.72,2228.72,2193.41
12/19/2022,2216.92,2248.60,2250.26,2205.95
12/16/2022,2248.74,2262.74,2276.64,2235.11
12/15/2022,2269.04,2314.61,2318.25,2260.07
12/14/2022,2348.18,2364.92,2388.25,2323.50
12/13/2022,2366.84,2428.27,2433.28,2344.98
12/12/2022,2341.29,2314.46,2341.54,2305.88
12/09/2022,2312.67,2318.89,2341.42,2310.08
12/08/2022,2327.50,2308.74,2334.43,2294.14
12/07/2022,2299.48,2298.20,2315.53,2286.39
12/06/2022,2309.94,2355.04,2358.19,2297.72
12/05/2022,2357.36,2379.93,2391.47,2346.43
12/02/2022,2398.85,2369.10,2405.53,2365.11
12/01/2022,2408.38,2406.05,2422.93,2385.73
11/30/2022,2406.01,2301.15,2406.26,2296.38
11/29/2022,2300.69,2318.05,2322.67,2290.07
11/28/2022,2317.55,2336.81,2352.97,2311.05
11/25/2022,2351.21,2355.47,2360.78,2349.79
11/23/2022,2367.74,2345.02,2373.28,2344.40
11/22/2022,2344.97,2318.17,2346.37,2300.67
11/21/2022,2310.69,2324.67,2332.99,2304.89
11/18/2022,2335.40,2358.36,2358.94,2315.93
11/17/2022,2335.37,2304.35,2347.52,2303.88
11/16/2022,2339.82,2353.48,2359.40,2334.63
11/15/2022,2374.23,2401.29,2405.02,2347.08
11/14/2022,2340.19,2345.68,2372.76,2333.82
11/11/2022,2363.40,2320.87,2368.01,2307.14
11/10/2022,2321.19,2270.16,2322.44,2247.16
11/09/2022,2159.51,2194.29,2202.53,2158.07
11/08/2022,2211.90,2207.92,2238.38,2179.51
11/07/2022,2195.40,2180.17,2200.23,2163.52
11/04/2022,2171.41,2182.40,2186.92,2126.48
